timestamp,label,battery_pct,drain_rate,gpu_temp,cpu_temp,wattage,fps,inference_ms,plugged,cpu_usage,hour_of_day
2026-02-28T13:04:00.889923,1,100,0.0,47.0,50.0,16.82,14.8,61.3,1,63.9,18
2026-02-28T13:04:00.970131,1,100,0.0,46.0,50.0,12.27,14.9,64.5,1,72.0,18
2026-02-28T13:04:01.050143,1,100,0.0,46.0,50.0,12.27,15.0,63.9,1,60.5,18
2026-02-28T13:04:01.138609,1,100,0.0,46.0,50.0,12.27,15.0,69.9,1,77.9,18
2026-02-28T13:04:01.193250,1,100,0.0,46.0,50.0,12.27,15.1,77.5,1,81.6,18
2026-02-28T13:04:01.237616,1,100,0.0,46.0,50.0,12.27,15.0,79.7,1,95.9,18
2026-02-28T13:04:01.288861,1,100,0.0,46.0,50.0,12.27,14.9,77.0,1,95.9,18
2026-02-28T13:04:01.339124,1,100,0.0,46.0,50.0,12.27,14.8,79.1,1,96.9,18
2026-02-28T13:04:01.386155,1,100,0.0,46.0,50.0,12.27,14.7,77.5,1,95.9,18
2026-02-28T13:04:01.432997,1,100,0.0,46.0,50.0,12.27,14.7,74.4,1,95.9,18
2026-02-28T13:04:01.487210,1,100,0.0,48.0,50.0,12.25,14.5,82.6,1,100.0,18
2026-02-28T13:04:01.526401,1,100,0.0,48.0,50.0,12.25,14.4,76.7,1,95.6,18
2026-02-28T13:04:01.582375,1,100,0.0,48.0,50.0,12.25,14.4,76.3,1,96.3,18
2026-02-28T13:04:01.630871,1,100,0.0,48.0,50.0,12.25,14.3,84.7,1,87.5,18
2026-02-28T13:04:01.676005,1,100,0.0,48.0,50.0,12.25,14.2,75.3,1,79.2,18
2026-02-28T13:04:01.733056,1,100,0.0,48.0,50.0,12.25,14.1,82.3,1,90.9,18
2026-02-28T13:04:01.777697,1,100,0.0,48.0,50.0,12.25,14.0,83.9,1,100.0,18
2026-02-28T13:04:01.830943,1,100,0.0,48.0,50.0,12.25,13.9,81.2,1,85.4,18
2026-02-28T13:04:01.869714,1,100,0.0,48.0,50.0,12.25,13.8,74.9,1,75.0,18
2026-02-28T13:04:01.918238,1,100,0.0,48.0,50.0,12.25,13.8,71.3,1,68.9,18
2026-02-28T13:04:01.965470,1,100,0.0,48.0,50.0,16.89,13.7,79.7,1,70.8,18
2026-02-28T13:04:02.007934,1,100,0.0,48.0,50.0,16.89,13.6,73.8,1,63.9,18
2026-02-28T13:04:02.056705,1,100,0.0,48.0,50.0,16.89,13.5,74.7,1,82.5,18
2026-02-28T13:04:02.099697,1,100,0.0,48.0,50.0,16.89,13.5,72.5,1,73.8,18
2026-02-28T13:04:02.147399,1,100,0.0,48.0,50.0,16.89,13.4,74.2,1,71.4,18
2026-02-28T13:04:02.187858,1,100,0.0,48.0,50.0,16.89,13.4,71.7,1,77.1,18
2026-02-28T13:04:02.232987,1,100,0.0,48.0,50.0,16.89,13.3,72.3,1,72.9,18
2026-02-28T13:04:02.282671,1,100,0.0,48.0,50.0,16.89,13.3,78.2,1,77.6,18
2026-02-28T13:04:02.321603,1,100,0.0,48.0,50.0,16.89,13.2,74.1,1,83.3,18
2026-02-28T13:04:02.372613,1,100,0.0,48.0,50.0,16.89,13.3,74.8,1,68.7,18
2026-02-28T13:04:02.414924,1,100,0.0,48.0,50.0,16.89,13.2,72.4,1,69.7,18
2026-02-28T13:04:02.460751,1,100,0.0,48.0,50.0,16.89,13.2,72.7,1,67.3,18
2026-02-28T13:04:02.505030,1,100,0.0,48.0,50.0,17.51,13.1,73.5,1,64.6,18
2026-02-28T13:04:02.549259,1,100,0.0,48.0,50.0,17.51,13.1,72.9,1,75.5,18
2026-02-28T13:04:02.596047,1,100,0.0,48.0,50.0,17.51,13.1,73.2,1,66.7,18
2026-02-28T13:04:02.637779,1,100,0.0,48.0,50.0,17.51,13.2,72.3,1,59.6,18
2026-02-28T13:04:02.688777,1,100,0.0,48.0,50.0,17.51,13.2,76.0,1,64.6,18
2026-02-28T13:04:02.728365,1,100,0.0,48.0,50.0,17.51,13.2,73.8,1,67.6,18
2026-02-28T13:04:02.773017,1,100,0.0,48.0,50.0,17.51,13.2,68.0,1,68.8,18
2026-02-28T13:04:02.816914,1,100,0.0,48.0,50.0,17.51,13.3,72.0,1,72.9,18
2026-02-28T13:04:02.867940,1,100,0.0,48.0,50.0,17.51,13.3,76.5,1,80.9,18
2026-02-28T13:04:02.911219,1,100,0.0,48.0,50.0,17.51,13.3,77.0,1,75.5,18
2026-02-28T13:04:02.960800,1,100,0.0,48.0,50.0,17.51,13.3,75.5,1,62.0,18
2026-02-28T13:04:02.998512,1,100,0.0,48.0,50.0,17.53,13.4,70.5,1,64.6,18
2026-02-28T13:04:03.076504,1,100,0.0,48.0,50.0,17.53,13.3,81.2,1,78.8,18
2026-02-28T13:04:03.101351,1,100,0.0,48.0,50.0,17.53,13.4,78.2,1,93.8,18
2026-02-28T13:04:03.167301,1,100,0.0,48.0,50.0,17.53,13.4,71.9,1,75.6,18
2026-02-28T13:04:03.195072,1,100,0.0,48.0,50.0,17.53,13.5,78.1,1,62.5,18
2026-02-28T13:04:03.256246,1,100,0.0,48.0,50.0,17.53,13.5,72.7,1,79.7,18
2026-02-28T13:04:03.291645,1,100,0.0,48.0,50.0,17.53,13.4,77.4,1,83.7,18
2026-02-28T13:04:03.342146,1,100,0.0,48.0,50.0,17.53,13.5,68.2,1,72.7,18
2026-02-28T13:04:03.384097,1,100,0.0,48.0,50.0,17.53,13.5,75.8,1,81.2,18
2026-02-28T13:04:03.434354,1,100,0.0,48.0,50.0,17.53,13.5,73.8,1,71.2,18
2026-02-28T13:04:03.476463,1,100,0.0,48.0,50.0,17.79,13.5,73.3,1,78.1,18
2026-02-28T13:04:03.524195,1,100,0.0,48.0,50.0,17.79,13.5,71.3,1,83.3,18
2026-02-28T13:04:03.572257,1,100,0.0,48.0,50.0,17.79,13.5,78.6,1,91.4,18
2026-02-28T13:04:03.614984,1,100,0.0,48.0,50.0,17.79,13.5,70.6,1,76.1,18
2026-02-28T13:04:03.675449,1,100,0.0,48.0,50.0,17.79,13.5,69.1,1,78.8,18
2026-02-28T13:04:03.727179,1,100,0.0,48.0,50.0,17.79,13.5,72.8,1,73.5,18
2026-02-28T13:04:03.777853,1,100,0.0,48.0,50.0,17.79,13.5,74.4,1,94.2,18
2026-02-28T13:04:03.820261,1,100,0.0,48.0,50.0,17.79,13.6,70.0,1,65.6,18
2026-02-28T13:04:03.876670,1,100,0.0,48.0,50.0,17.79,13.5,77.5,1,91.0,18
2026-02-28T13:04:03.917926,1,100,0.0,48.0,50.0,17.79,13.6,71.2,1,69.4,18
2026-02-28T13:04:03.967489,1,100,0.0,48.0,50.0,17.79,13.6,70.6,1,86.5,18
2026-02-28T13:04:04.022250,1,100,0.0,48.0,50.0,17.79,13.6,66.3,1,70.8,18
2026-02-28T13:04:04.074883,1,100,0.0,48.0,50.0,17.79,13.6,71.3,1,74.6,18
2026-02-28T13:04:04.122724,1,100,0.0,48.0,50.0,17.79,13.6,70.2,1,66.7,18
2026-02-28T13:04:04.173128,1,100,0.0,48.0,50.0,17.79,13.7,72.0,1,82.0,18
2026-02-28T13:04:04.222443,1,100,0.0,48.0,50.0,17.79,13.6,72.8,1,91.5,18
2026-02-28T13:04:04.270460,1,100,0.0,48.0,50.0,17.79,13.6,71.6,1,78.4,18
2026-02-28T13:04:04.339900,1,100,0.0,48.0,50.0,17.79,13.7,72.5,1,75.8,18
2026-02-28T13:04:04.379118,1,100,0.0,48.0,50.0,17.79,13.7,70.3,1,73.5,18
2026-02-28T13:04:04.434565,1,100,0.0,48.0,50.0,17.79,13.7,76.3,1,92.8,18
2026-02-28T13:04:04.482274,1,100,0.0,48.0,50.0,16.97,13.7,74.2,1,80.4,18
2026-02-28T13:04:04.522262,1,100,0.0,48.0,50.0,16.97,13.7,69.9,1,80.6,18
2026-02-28T13:04:04.575568,1,100,0.0,48.0,50.0,16.97,13.8,73.2,1,81.8,18
2026-02-28T13:04:04.619825,1,100,0.0,48.0,50.0,16.97,13.8,68.7,1,62.5,18
2026-02-28T13:04:04.682551,1,100,0.0,48.0,50.0,16.97,13.9,69.3,1,67.2,18
2026-02-28T13:04:04.731532,1,100,0.0,48.0,50.0,16.97,13.9,70.8,1,68.8,18
2026-02-28T13:04:04.782805,1,100,0.0,48.0,50.0,16.97,13.9,73.5,1,57.7,18
2026-02-28T13:04:04.833779,1,100,0.0,48.0,50.0,16.97,13.8,74.4,1,60.4,18
2026-02-28T13:04:04.875424,1,100,0.0,48.0,50.0,16.97,13.9,70.3,1,77.6,18
2026-02-28T13:04:04.928837,1,100,0.0,48.0,50.0,16.97,13.9,73.1,1,63.0,18
2026-02-28T13:04:04.971229,1,100,0.0,47.0,50.0,11.95,13.9,69.8,1,71.7,18
2026-02-28T13:04:05.036163,1,100,0.0,47.0,50.0,11.95,13.9,70.4,1,60.9,18
2026-02-28T13:04:05.082759,1,100,0.0,47.0,50.0,11.95,14.0,70.0,1,83.7,18
2026-02-28T13:04:05.139126,1,100,0.0,47.0,50.0,11.95,13.9,75.6,1,79.7,18
2026-02-28T13:04:05.188123,1,100,0.0,47.0,50.0,11.95,13.9,78.4,1,69.4,18
2026-02-28T13:04:05.235573,1,100,0.0,47.0,50.0,11.95,13.9,77.3,1,60.4,18
2026-02-28T13:04:05.281697,1,100,0.0,47.0,50.0,11.95,13.8,74.6,1,67.3,18
2026-02-28T13:04:05.341431,1,100,0.0,47.0,50.0,11.95,13.8,71.7,1,64.1,18
2026-02-28T13:04:05.397410,1,100,0.0,47.0,50.0,11.95,13.8,78.0,1,70.8,18
2026-02-28T13:04:05.442682,1,100,0.0,47.0,50.0,11.95,13.8,75.0,1,71.7,18
2026-02-28T13:04:05.492397,1,100,0.0,47.0,50.0,6.61,13.8,75.6,1,63.5,18
2026-02-28T13:04:05.540753,1,100,0.0,47.0,50.0,6.61,13.7,77.9,1,76.9,18
2026-02-28T13:04:05.589224,1,100,0.0,47.0,50.0,6.61,13.7,76.2,1,75.0,18
2026-02-28T13:04:05.632977,1,100,0.0,47.0,50.0,6.61,13.7,73.9,1,69.7,18
2026-02-28T13:04:05.694062,1,100,0.0,47.0,50.0,6.61,13.7,71.2,1,77.0,18
2026-02-28T13:04:05.740507,1,100,0.0,47.0,50.0,6.61,13.7,72.0,1,86.8,18
2026-02-28T13:04:05.795925,1,100,0.0,47.0,50.0,6.61,13.6,76.5,1,71.9,18
2026-02-28T13:04:05.841658,1,100,0.0,47.0,50.0,6.61,13.6,76.2,1,81.2,18
2026-02-28T13:04:05.886246,1,100,0.0,47.0,50.0,6.61,13.6,73.2,1,65.3,18
2026-02-28T13:04:05.929700,1,100,0.0,47.0,50.0,6.61,13.6,68.5,1,79.4,18
2026-02-28T13:04:05.996574,1,100,0.0,47.0,50.0,6.34,13.7,70.1,1,70.7,18
2026-02-28T13:04:06.049171,1,100,0.0,47.0,50.0,6.34,13.6,75.5,1,88.2,18
2026-02-28T13:04:06.097075,1,100,0.0,47.0,50.0,6.34,13.6,77.9,1,81.2,18
2026-02-28T13:04:06.145804,1,100,0.0,47.0,50.0,6.34,13.6,75.3,1,78.0,18
2026-02-28T13:04:06.191675,1,100,0.0,47.0,50.0,6.34,13.5,73.3,1,74.0,18
2026-02-28T13:04:06.242592,1,100,0.0,47.0,50.0,6.34,13.5,76.0,1,66.7,18
2026-02-28T13:04:06.288972,1,100,0.0,47.0,50.0,6.34,13.5,72.5,1,66.7,18
2026-02-28T13:04:06.346071,1,100,0.0,47.0,50.0,6.34,13.5,68.8,1,63.5,18
2026-02-28T13:04:06.397764,1,100,0.0,47.0,50.0,6.34,13.5,73.6,1,79.2,18
2026-02-28T13:04:06.445997,1,100,0.0,47.0,50.0,6.34,13.5,70.5,1,83.7,18
2026-02-28T13:04:06.494728,1,100,0.0,47.0,50.0,4.72,13.5,74.2,1,87.1,18
2026-02-28T13:04:06.544123,1,100,0.0,47.0,50.0,4.72,13.5,73.4,1,68.0,18
2026-02-28T13:04:06.598212,1,100,0.0,47.0,50.0,4.72,13.4,78.5,1,71.4,18
2026-02-28T13:04:06.637005,1,100,0.0,47.0,50.0,4.72,13.5,68.9,1,74.5,18
2026-02-28T13:04:06.701460,1,100,0.0,47.0,50.0,4.72,13.5,71.4,1,79.7,18
2026-02-28T13:04:06.750909,1,100,0.0,47.0,50.0,4.72,13.6,73.5,1,70.0,18
2026-02-28T13:04:06.798749,1,100,0.0,47.0,50.0,4.72,13.6,71.9,1,81.6,18
2026-02-28T13:04:06.847514,1,100,0.0,47.0,50.0,4.72,13.6,72.7,1,82.0,18
2026-02-28T13:04:06.892990,1,100,0.0,47.0,50.0,4.72,13.6,70.2,1,60.4,18
2026-02-28T13:04:06.940575,1,100,0.0,47.0,50.0,4.72,13.6,69.5,1,59.1,18
2026-02-28T13:04:07.005520,1,100,0.0,47.0,50.0,3.23,13.7,71.5,1,62.3,18
2026-02-28T13:04:07.056131,1,100,0.0,47.0,50.0,3.23,13.7,73.0,1,82.0,18
2026-02-28T13:04:07.104650,1,100,0.0,47.0,50.0,3.23,13.7,73.8,1,87.9,18
2026-02-28T13:04:07.151746,1,100,0.0,47.0,50.0,3.23,13.7,72.8,1,81.6,18
2026-02-28T13:04:07.203404,1,100,0.0,47.0,50.0,3.23,13.7,75.7,1,62.5,18
2026-02-28T13:04:07.251696,1,100,0.0,47.0,50.0,3.23,13.7,77.5,1,79.6,18
2026-02-28T13:04:07.296467,1,100,0.0,47.0,50.0,3.23,13.7,72.8,1,86.0,18
2026-02-28T13:04:07.356128,1,100,0.0,47.0,50.0,3.23,13.7,69.5,1,75.0,18
2026-02-28T13:04:07.406235,1,100,0.0,47.0,50.0,3.23,13.7,71.8,1,66.7,18
2026-02-28T13:04:07.454752,1,100,0.0,47.0,50.0,3.23,13.7,72.5,1,75.0,18
2026-02-28T13:04:07.498776,1,100,0.0,47.0,50.0,2.9,13.7,69.3,1,80.4,18
2026-02-28T13:04:07.553592,1,100,0.0,47.0,50.0,2.9,13.7,73.8,1,74.5,18
2026-02-28T13:04:07.600102,1,100,0.0,47.0,50.0,2.9,13.7,73.8,1,70.6,18
2026-02-28T13:04:07.660581,1,100,0.0,47.0,50.0,2.9,13.8,70.8,1,74.2,18
2026-02-28T13:04:07.713417,1,100,0.0,47.0,50.0,2.9,13.8,74.6,1,73.8,18
2026-02-28T13:04:07.762271,1,100,0.0,47.0,50.0,2.9,13.8,75.1,1,72.5,18
2026-02-28T13:04:07.811560,1,100,0.0,47.0,50.0,2.9,13.7,77.5,1,78.4,18
2026-02-28T13:04:07.862616,1,100,0.0,47.0,50.0,2.9,13.7,80.2,1,77.6,18
2026-02-28T13:04:07.904763,1,100,0.0,47.0,50.0,2.9,13.7,73.1,1,73.5,18
2026-02-28T13:04:07.956008,1,100,0.0,47.0,50.0,2.9,13.6,75.6,1,75.0,18
2026-02-28T13:04:08.013127,1,100,0.0,47.0,50.0,2.99,13.7,68.1,1,75.0,18
2026-02-28T13:04:08.064935,1,100,0.0,47.0,50.0,2.99,13.7,74.7,1,92.0,18
2026-02-28T13:04:08.113845,1,100,0.0,47.0,50.0,2.99,13.7,74.6,1,87.5,18
2026-02-28T13:04:08.162945,1,100,0.0,47.0,50.0,2.99,13.7,75.9,1,79.2,18
2026-02-28T13:04:08.211099,1,100,0.0,47.0,50.0,2.99,13.6,77.0,1,79.2,18
2026-02-28T13:04:08.262497,1,100,0.0,47.0,50.0,2.99,13.6,78.4,1,84.1,18
2026-02-28T13:04:08.304768,1,100,0.0,47.0,50.0,2.99,13.6,72.3,1,61.1,18
2026-02-28T13:04:08.362184,1,100,0.0,47.0,50.0,2.99,13.6,67.5,1,72.3,18
2026-02-28T13:04:08.430326,1,100,0.0,47.0,50.0,2.99,13.6,73.7,1,82.8,18
2026-02-28T13:04:08.459261,1,100,0.0,47.0,50.0,2.99,13.6,68.0,1,69.2,18
2026-02-28T13:04:08.521118,1,100,0.0,47.0,50.0,2.99,13.6,72.8,1,65.6,18
2026-02-28T13:04:08.561440,1,100,0.0,47.0,50.0,2.99,13.6,74.2,1,75.0,18
2026-02-28T13:04:08.609970,1,100,0.0,47.0,50.0,2.99,13.6,70.1,1,66.7,18
2026-02-28T13:04:08.669480,1,100,0.0,47.0,50.0,2.99,13.6,69.8,1,82.1,18
2026-02-28T13:04:08.718814,1,100,0.0,47.0,50.0,2.99,13.6,73.0,1,77.1,18
2026-02-28T13:04:08.774483,1,100,0.0,47.0,50.0,2.99,13.6,78.5,1,89.6,18
2026-02-28T13:04:08.817916,1,100,0.0,47.0,50.0,2.99,13.6,77.2,1,86.0,18
2026-02-28T13:04:08.875962,1,100,0.0,47.0,50.0,2.99,13.5,82.3,1,90.6,18
2026-02-28T13:04:08.919778,1,100,0.0,47.0,50.0,2.99,13.5,81.4,1,76.0,18
2026-02-28T13:04:08.966534,1,100,0.0,47.0,50.0,3.05,13.5,72.7,1,83.7,18
2026-02-28T13:04:09.021751,1,100,0.0,47.0,50.0,3.05,13.5,70.7,1,90.0,18
2026-02-28T13:04:09.076974,1,100,0.0,47.0,50.0,3.05,13.5,76.2,1,91.2,18
2026-02-28T13:04:09.119967,1,100,0.0,47.0,50.0,3.05,13.5,73.5,1,80.9,18
2026-02-28T13:04:09.169595,1,100,0.0,47.0,50.0,3.05,13.4,74.6,1,70.0,18
2026-02-28T13:04:09.220344,1,100,0.0,47.0,50.0,3.05,13.4,76.3,1,77.1,18
2026-02-28T13:04:09.264258,1,100,0.0,47.0,50.0,3.05,13.4,74.9,1,79.2,18
2026-02-28T13:04:09.310625,1,100,0.0,47.0,50.0,3.05,13.5,71.9,1,75.0,18
2026-02-28T13:04:09.375499,1,100,0.0,47.0,50.0,3.05,13.5,73.0,1,78.8,18
2026-02-28T13:04:09.423669,1,100,0.0,47.0,50.0,3.05,13.5,72.1,1,73.5,18
2026-02-28T13:04:09.478837,1,100,0.0,47.0,50.0,3.04,13.5,79.0,1,81.0,18
2026-02-28T13:04:09.519134,1,100,0.0,47.0,50.0,3.04,13.5,73.8,1,67.6,18
2026-02-28T13:04:09.573291,1,100,0.0,47.0,50.0,3.04,13.4,75.9,1,82.8,18
2026-02-28T13:04:09.617151,1,100,0.0,47.0,50.0,3.04,13.5,73.1,1,69.7,18
2026-02-28T13:04:09.678058,1,100,0.0,47.0,50.0,3.04,13.5,70.7,1,80.3,18
2026-02-28T13:04:09.729869,1,100,0.0,47.0,50.0,3.04,13.5,75.5,1,89.2,18
2026-02-28T13:04:09.793718,1,100,0.0,47.0,50.0,3.04,13.5,76.6,1,63.3,18
2026-02-28T13:04:09.824728,1,100,0.0,47.0,50.0,3.04,13.5,73.5,1,59.2,18
2026-02-28T13:04:09.891269,1,100,0.0,47.0,50.0,3.04,13.4,80.4,1,70.0,18
2026-02-28T13:04:09.927624,1,100,0.0,47.0,50.0,3.04,13.4,81.2,1,60.0,18
2026-02-28T13:04:09.978517,1,100,0.0,47.0,50.0,3.0,13.4,69.1,1,71.7,18
2026-02-28T13:04:10.032160,1,100,0.0,47.0,50.0,3.0,13.4,73.5,1,64.0,18
2026-02-28T13:04:10.076982,1,100,0.0,47.0,50.0,3.0,13.4,71.0,1,70.8,18
2026-02-28T13:04:10.127090,1,100,0.0,47.0,50.0,3.0,13.4,73.1,1,57.7,18
2026-02-28T13:04:10.178671,1,100,0.0,47.0,50.0,3.0,13.3,75.1,1,69.4,18
2026-02-28T13:04:10.226313,1,100,0.0,47.0,50.0,3.0,13.3,74.2,1,62.5,18
2026-02-28T13:04:10.268724,1,100,0.0,47.0,50.0,3.0,13.4,69.8,1,64.6,18
2026-02-28T13:04:10.331129,1,100,0.0,47.0,50.0,3.0,13.4,69.2,1,69.2,18
2026-02-28T13:04:10.383204,1,100,0.0,47.0,50.0,3.0,13.5,73.2,1,72.9,18
2026-02-28T13:04:10.431829,1,100,0.0,47.0,50.0,3.0,13.5,73.0,1,74.2,18
2026-02-28T13:04:10.481403,1,100,0.0,47.0,50.0,2.9,13.5,74.5,1,70.4,18
2026-02-28T13:04:10.529041,1,100,0.0,47.0,50.0,2.9,13.5,75.8,1,72.0,18
2026-02-28T13:04:10.578802,1,100,0.0,47.0,50.0,2.9,13.5,76.6,1,79.2,18
2026-02-28T13:04:10.620787,1,100,0.0,47.0,50.0,2.9,13.5,70.9,1,63.3,18
2026-02-28T13:04:10.686830,1,100,0.0,47.0,50.0,2.9,13.5,71.5,1,61.5,18
2026-02-28T13:04:10.734374,1,100,0.0,47.0,50.0,2.9,13.5,73.2,1,72.0,18
2026-02-28T13:04:10.785993,1,100,0.0,47.0,50.0,2.9,13.5,74.4,1,70.8,18
2026-02-28T13:04:10.832822,1,100,0.0,47.0,50.0,2.9,13.5,74.0,1,71.4,18
2026-02-28T13:04:10.884468,1,100,0.0,47.0,50.0,2.9,13.5,76.8,1,64.6,18
2026-02-28T13:04:10.930761,1,100,0.0,47.0,50.0,2.9,13.5,76.2,1,69.8,18
2026-02-28T13:04:10.977008,1,100,0.0,47.0,50.0,2.88,13.5,73.3,1,67.3,18
2026-02-28T13:04:11.032497,1,100,0.0,47.0,50.0,2.88,13.6,68.9,1,68.8,18
2026-02-28T13:04:11.089545,1,100,0.0,47.0,50.0,2.88,13.6,75.4,1,81.0,18
2026-02-28T13:04:11.147420,1,100,0.0,47.0,50.0,2.88,13.5,76.9,1,80.8,18
2026-02-28T13:04:11.184006,1,100,0.0,47.0,50.0,2.88,13.5,72.8,1,68.8,18
2026-02-28T13:04:11.238115,1,100,0.0,47.0,50.0,2.88,13.5,70.9,1,83.7,18
2026-02-28T13:04:11.278955,1,100,0.0,47.0,50.0,2.88,13.6,72.8,1,81.6,18
2026-02-28T13:04:11.342223,1,100,0.0,47.0,50.0,2.88,13.6,72.8,1,67.7,18
2026-02-28T13:04:11.398058,1,100,0.0,47.0,50.0,2.88,13.6,76.3,1,64.6,18
2026-02-28T13:04:11.441959,1,100,0.0,47.0,50.0,2.88,13.6,74.6,1,87.5,18
2026-02-28T13:04:11.495262,1,100,0.0,47.0,50.0,2.86,13.6,75.4,1,89.2,18
2026-02-28T13:04:11.543968,1,100,0.0,47.0,50.0,2.86,13.6,79.9,1,98.0,18
2026-02-28T13:04:11.599539,1,100,0.0,47.0,50.0,2.86,13.5,84.4,1,100.0,18
2026-02-28T13:04:11.658910,1,100,0.0,47.0,50.0,2.86,13.4,94.2,1,100.0,18
2026-02-28T13:04:11.722485,1,100,0.0,47.0,50.0,2.86,13.2,94.1,1,100.0,18
2026-02-28T13:04:11.766934,1,100,0.0,47.0,50.0,2.86,13.2,87.2,1,87.8,18
2026-02-28T13:04:11.818523,1,100,0.0,47.0,50.0,2.86,13.1,79.0,1,69.4,18
2026-02-28T13:04:11.858907,1,100,0.0,47.0,50.0,2.86,13.1,74.1,1,72.9,18
2026-02-28T13:04:11.907218,1,100,0.0,47.0,50.0,2.86,13.1,71.1,1,77.1,18
2026-02-28T13:04:11.950547,1,100,0.0,47.0,50.0,2.86,13.1,74.4,1,83.7,18
2026-02-28T13:04:11.999073,1,100,0.0,47.0,50.0,2.92,13.1,71.1,1,63.0,18
2026-02-28T13:04:12.046302,1,100,0.0,47.0,50.0,2.92,13.1,71.9,1,62.7,18
2026-02-28T13:04:12.093141,1,100,0.0,47.0,50.0,2.92,13.2,71.1,1,66.7,18
2026-02-28T13:04:12.142067,1,100,0.0,47.0,50.0,2.92,13.1,72.9,1,62.5,18
2026-02-28T13:04:12.190573,1,100,0.0,47.0,50.0,2.92,13.1,72.7,1,77.6,18
2026-02-28T13:04:12.235877,1,100,0.0,47.0,50.0,2.92,13.2,69.7,1,61.2,18
2026-02-28T13:04:12.280278,1,100,0.0,47.0,50.0,2.92,13.2,66.9,1,60.4,18
2026-02-28T13:04:12.341155,1,100,0.0,47.0,50.0,2.92,13.3,63.2,1,65.6,18
2026-02-28T13:04:12.390372,1,100,0.0,47.0,50.0,2.92,13.3,64.2,1,80.0,18
2026-02-28T13:04:12.440242,1,100,0.0,47.0,50.0,2.92,13.4,66.5,1,69.4,18
2026-02-28T13:04:12.487223,1,100,0.0,47.0,50.0,2.91,13.4,65.5,1,75.0,18
2026-02-28T13:04:12.536028,1,100,0.0,47.0,50.0,2.91,13.5,66.3,1,62.5,18
2026-02-28T13:04:12.586481,1,100,0.0,47.0,50.0,2.91,13.5,68.2,1,64.6,18
2026-02-28T13:04:12.631773,1,100,0.0,47.0,50.0,2.91,13.6,66.1,1,73.5,18
